"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation and Aspo plc today [[signed]] an [[agreement]] by which Aspo acquires the share capital of Kauko-Telko Ltd , a subsidiary wholly owned by Kesko .","KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation and Aspo plc today [[bless]] an [[correspondence]] by which Aspo acquires the share capital of Kauko-Telko Ltd , a subsidiary wholly owned by Kesko .",0.040791213512420654,0.9689409136772156,0,2,0,227,"Successful"
"Sponda Plc Stock Exchange Release 5 December 2006 at 15.45 EUR 1.5 BILLION SYNDICATED CREDIT FACILITY FOR SPONDA Sponda has [[signed]] an [[agreement]] for a one-year syndicated credit facility for a total of EUR 1.5 billion .","Sponda Plc Stock Exchange Release 5 December 2006 at 15.45 EUR 1.5 BILLION SYNDICATED CREDIT FACILITY FOR SPONDA Sponda has [[subscribe]] an [[concord]] for a one-year syndicated credit facility for a total of EUR 1.5 billion .",0.019066810607910156,0.7873252034187317,0,2,0,262,"Successful"
"STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .","STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .",0.7181317806243896,0.7181317806243896,0,0,2,1,"Skipped"
"The contract covers HDO platform , AC800 and CXE880 optical Fttb nodes designed to [[increase]] the forward and return path capacity of the transmission networks .","The contract covers HDO platform , AC800 and CXE880 optical Fttb nodes designed to [[increment]] the forward and return path capacity of the transmission networks .",0.08018356561660767,0.8161517381668091,0,2,0,168,"Successful"
"The new plant is [[planned]] to have an electricity generation capacity of up to 350 megawatts ( MW ) and the same [[heat]] generation capacity .","The new plant is [[contrive]] to have an electricity generation capacity of up to 350 megawatts ( MW ) and the same [[hotness]] generation capacity .",0.11363095045089722,0.6155747175216675,2,0,2,84,"Successful"
"The OMX Helsinki 25 [[index]] was up 0.[[92]] [[pct]] at 2,518.67 and the Helsinki [[CAP]] portfolio index was 0.[[91]] pct [[higher]] at [[4]],711.19 .","The OMX Helsinki 25 [[indicant]] was up 0.[[ninety-two]] [[percentage]] at 2,518.67 and the Helsinki [[capital]] portfolio index was 0.[[ninety-one]] pct [[mellow]] at [[IV]],711.19 .",0.025911569595336914,0.574829638004303,0,1,0,132,"Successful"
"- So , the sales growth of cars considerably [[influence]] on the tires market '' .","- So , the sales growth of cars considerably [[tempt]] on the tires market '' .",0.162919819355011,0.9889848232269287,2,1,2,69,"Successful"
"[[A]] maximum of 666,104 new [[shares]] can further be [[subscribed]] for by exercising B options under the 2004 [[stock]] option plan .","[[adenine]] maximum of 666,104 new [[plowshare]] can further be [[support]] for by exercising B options under the 2004 [[well-worn]] option plan .",0.06033438444137573,0.5568379759788513,2,0,2,169,"Successful"
"As a result of the share issue , the number of the company 's shares increases by 391,630 shares and the share capital by a total of EUR 15,665.20 .","As a result of the share issue , the number of the company 's shares increases by 391,630 shares and the share capital by a total of EUR 15,665.20 .",0.5639853477478027,0.5639853477478027,0,0,2,1,"Skipped"
"Finnish real estate investor Sponda Plc said on Wednesday 12 March that it has signed agreements with Danske Bank A-S , Helsinki Branch for a 7-year EUR150m credit facility and with Ilmarinen Mutual Pension Insurance Company for a 7-year EUR50m credit facility .","Finnish real estate investor Sponda Plc said on Wednesday 12 March that it has signed agreements with Danske Bank A-S , Helsinki Branch for a 7-year EUR150m credit facility and with Ilmarinen Mutual Pension Insurance Company for a 7-year EUR50m credit facility .",0.9848573207855225,0.9848573207855225,0,0,2,1,"Skipped"
"On the route between Helsinki in Finland and Tallinn in Estonia , cargo volumes increased by 36 % , while cargo volumes between Finland and Sweden fell by 9 % .","On the route between Helsinki in Finland and Tallinn in Estonia , cargo volumes increased by 36 % , while cargo volumes between Finland and Sweden fell by 9 % .",0.9947171211242676,0.9947171211242676,0,0,2,1,"Skipped"
"Other measures included increasing synergies and economies of scale within the Grimaldi Group and personnel adjustments , divestments and redelivery of excess tonnage .","Other measures included increasing synergies and economies of scale within the Grimaldi Group and personnel adjustments , divestments and redelivery of excess tonnage .",0.8901450037956238,0.8901450037956238,0,0,2,1,"Skipped"
"Rinkuskiai [[raised]] the [[sales]] by 18.1 percent , to 1.37 [[million]] liters , while the sales of Kauno Alus [[grew]] by 14.3 percent , to 960,000 liters .","Rinkuskiai [[invoke]] the [[sale]] by 18.1 percent , to 1.37 [[trillion]] liters , while the sales of Kauno Alus [[get]] by 14.3 percent , to 960,000 liters .",0.02175617218017578,0.9093164801597595,0,2,0,184,"Successful"
"TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .","TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .",0.8693894147872925,0.8693894147872925,0,0,2,1,"Skipped"
"TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had [[signed]] an [[agreement]] on selling its shares of Morning Digital Design Oy to Edita Oyj .","TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had [[signal]] an [[correspondence]] on selling its shares of Morning Digital Design Oy to Edita Oyj .",0.13500165939331055,0.9802483320236206,0,2,0,195,"Successful"
"The 718,430 new Series A [[shares]] will [[become]] [[subject]] to [[trading]] on the Helsinki [[Stock]] Exchange 's Main List , [[together]] with the [[old]] Series A [[shares]] , on July 3 , 2006 .","The 718,430 new Series A [[ploughshare]] will [[get]] [[open]] to [[deal]] on the Helsinki [[well-worn]] Exchange 's Main List , [[unitedly]] with the [[sure-enough]] Series A [[plowshare]] , on July 3 , 2006 .",0.01893991231918335,0.6400018930435181,2,0,2,293,"Successful"
"The fuel purchase contracts have been signed with three months ' delivery from this September to November .","The fuel purchase contracts have been signed with three months ' delivery from this September to November .",0.8626042604446411,0.8626042604446411,0,0,2,1,"Skipped"
"Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a [[turnover]] of 76.5 mln eur in 2005 .","Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a [[overturn]] of 76.5 mln eur in 2005 .",0.022588491439819336,0.9662513732910156,2,1,2,110,"Successful"
"[[Under]] this agreement Biohit [[becomes]] a [[focus]] supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .","[[below]] this agreement Biohit [[suit]] a [[concentrate]] supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .",0.12856024503707886,0.8093376159667969,0,2,0,104,"Successful"
"The combination of all services enabling [[us]] to [[offer]] a complex and [[strengthened]] [[service]] chain not only limited to the Baltic [[port]] connections but also for getting [[access]] to the [[world]] [[wide]] Grimaldi [[Network]] into the Mediterranean , Africa and North America `` [[says]] Uwe Bakosch .","The combination of all services enabling [[America]] to [[propose]] a complex and [[tone]] [[servicing]] chain not only limited to the Baltic [[larboard]] connections but also for getting [[approach]] to the [[macrocosm]] [[astray]] Grimaldi [[meshwork]] into the Mediterranean , Africa and North America `` [[aver]] Uwe Bakosch .",0.022980868816375732,0.5844279527664185,0,2,0,334,"Successful"
"No blind-spots coming from 1 vantage [[point]] [[allows]] investigators to [[see]] the [[whole]] story in high resolution with no unbroken video .","No blind-spots coming from 1 vantage [[repoint]] [[admit]] investigators to [[reckon]] the [[unscathed]] story in high resolution with no unbroken video .",0.029010295867919922,0.6370766758918762,2,0,2,296,"Successful"
"The company still expects its turnover in 2010 to slightly [[increase]] from the level of 2009 , adding that `` market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year '' .","The company still expects its turnover in 2010 to slightly [[increment]] from the level of 2009 , adding that `` market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year '' .",0.024674952030181885,0.6250772476196289,0,1,0,240,"Successful"
"The [[acquisition]] will considerably [[increase]] Kemira 's [[sales]] and [[market]] [[position]] in the Russian metal industry coatings [[market]] .","The [[learning]] will considerably [[increment]] Kemira 's [[sale]] and [[commercialise]] [[office]] in the Russian metal industry coatings [[mart]] .",0.018353521823883057,0.7469214797019958,0,2,0,121,"Successful"
"[[In]] January-September 2007 , Finnlines ' [[net]] sales [[rose]] to EUR 505.[[4]] mn from EUR 473.[[5]] [[mn]] in the [[corresponding]] [[period]] in 2006 .","[[inch]] January-September 2007 , Finnlines ' [[last]] sales [[rosaceous]] to EUR 505.[[quaternity]] mn from EUR 473.[[Phoebe]] [[MN]] in the [[jibe]] [[point]] in 2006 .",0.017718791961669922,0.11120587587356567,0,0,0,209,"Failed"
"[[Adjusted]] for changes in the Group structure , the Division 's [[net]] [[sales]] [[increased]] by 1.[[7]] % .","[[set]] for changes in the Group structure , the Division 's [[last]] [[sale]] [[increase]] by 1.[[septenary]] % .",0.014256656169891357,0.613913893699646,0,2,0,118,"Successful"
"`` The [[change]] will [[optimize]] the [[operational]] [[efficiencies]] of our [[growing]] [[business]] , '' [[said]] Julia Prohaska , [[director]] of [[marketing]] [[communications]] for Fiskars .","`` The [[alteration]] will [[optimise]] the [[useable]] [[efficiency]] of our [[ontogenesis]] [[occupation]] , '' [[pronounce]] Julia Prohaska , [[conductor]] of [[commercialize]] [[communication]] for Fiskars .",0.04415452480316162,0.21005475521087646,0,0,0,158,"Failed"
"`` They would [[invest]] not only in the physical [[infrastructure]] , but would also [[provide]] know-how for managing and [[developing]] science and technology parks , '' [[said]] Sunrise Valley director Andrius Bagdonas .","`` They would [[place]] not only in the physical [[substructure]] , but would also [[leave]] know-how for managing and [[originate]] science and technology parks , '' [[allege]] Sunrise Valley director Andrius Bagdonas .",0.148432195186615,0.5367798805236816,0,2,0,187,"Successful"
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit [[jump]] to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .","4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit [[derail]] to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",0.02132636308670044,0.9534053802490234,0,1,0,194,"Successful"
"[[Finnish]] Aktia Group 's [[operating]] [[profit]] [[rose]] to EUR [[17]].5 mn in the [[first]] quarter of 2010 from EUR 8.2 mn in the [[first]] [[quarter]] of 2009 .","[[Suomi]] Aktia Group 's [[maneuver]] [[earnings]] [[rosaceous]] to EUR [[seventeen]].5 mn in the [[low]] quarter of 2010 from EUR 8.2 mn in the [[foremost]] [[quartern]] of 2009 .",0.01761859655380249,0.5207903385162354,0,1,0,244,"Successful"
"Finnish Bank of +àland 's [[consolidated]] [[net]] [[operating]] [[profit]] increased from EUR [[4]].[[8]] [[mn]] in the [[first]] [[quarter]] of 2005 to EUR [[6]].4 [[mn]] in the [[first]] quarter of 2006 .","Finnish Bank of +àland 's [[amalgamate]] [[sack]] [[control]] [[net]] increased from EUR [[quartet]].[[ogdoad]] [[manganese]] in the [[commencement]] [[canton]] of 2005 to EUR [[sestet]].4 [[Minnesota]] in the [[1st]] quarter of 2006 .",0.014729917049407959,0.6973841190338135,0,2,0,296,"Successful"
"Finnish financial [[group]] Aktia [[reports]] [[operating]] [[profit]] of EUR [[44]].[[4]] mn in January-September 2009 , up from EUR 37.[[3]] mn in the [[corresponding]] [[period]] in 2008 .","Finnish financial [[radical]] Aktia [[reputation]] [[control]] [[net]] of EUR [[forty-four]].[[four]] mn in January-September 2009 , up from EUR 37.[[trey]] mn in the [[jibe]] [[menses]] in 2008 .",0.016465604305267334,0.03416848182678223,0,0,0,209,"Failed"
"Finnish high technology provider Vaahto Group reports [[net]] sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an [[increase]] of 11.2 % from a year earlier .","Finnish high technology provider Vaahto Group reports [[last]] sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an [[increment]] of 11.2 % from a year earlier .",0.015203356742858887,0.5480235815048218,0,1,0,141,"Successful"
"[[Net]] sales of [[Finnish]] food industry company L+ñnnen Tehtaat 's [[continuing]] operations [[increased]] by 13 % in 2008 to EUR 349.[[1]] mn from EUR 309.[[6]] mn in 2007 .","[[last]] sales of [[Suomi]] food industry company L+ñnnen Tehtaat 's [[continue]] operations [[increase]] by 13 % in 2008 to EUR 349.[[one]] mn from EUR 309.[[six]] mn in 2007 .",0.01501917839050293,0.02112722396850586,0,0,0,190,"Failed"
"An individual promotion also [[generated]] slightly higher-than-expected [[revenues]] .","An individual promotion also [[give]] slightly higher-than-expected [[taxation]] .",0.014295458793640137,0.7787569165229797,0,2,0,60,"Successful"
"Biohit already services many current Genesis customers and the customer base is expected to [[expand]] as a result of this agreement .","Biohit already services many current Genesis customers and the customer base is expected to [[inflate]] as a result of this agreement .",0.04799836874008179,0.9054330587387085,0,1,0,122,"Successful"
